Shortname,CLASS,Status,Fire,Type,Diameter_cm,Height_m,2013 status,2014 Status,Response
CS3,3,Pre,1,rxb,11,8,live,live,0
CS3,3,Pre,1,rxb,15,9,live,live,0
CS3,3,Pre,1,rxb,14,10,live,live,0
CS3,3,Pre,1,rxb,3,2,live,live,0
CS3,3,Pre,1,rxb,5,2,live,live,0
CS3,3,Pre,1,rxb,7,7,live,live,0
CS3,3,Pre,1,rxb,9,9,live,live,0
CS3,3,Pre,1,rxb,11,8,live,live,0
CS3,3,Pre,1,rxb,7,7,live,live,0
CS3,3,Pre,1,rxb,6,8,live,live,0
CS3,3,Pre,1,rxb,9,7,live,live,0
CS3,3,Pre,1,rxb,19,11,live,live,0
CS3,3,Pre,1,rxb,5,7,live,live,0
CS3,3,Pre,1,rxb,5,4,live,live,0
DB1,1,Pre,1,rxb,3,3,live,live,0
DB1,1,Pre,1,rxb,6,7,live,live,0
DB1,1,Pre,1,rxb,5,5,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,4,3,live,live,0
DB1,1,Pre,1,rxb,12,8,live,live,0
DB1,1,Pre,1,rxb,10,7,live,live,0
DB1,1,Pre,1,rxb,12,8,live,live,0
DB1,1,Pre,1,rxb,15,10,live,live,0
DB1,1,Pre,1,rxb,12,7,live,live,0
DB1,1,Pre,1,rxb,6,3,live,live,0
DB1,1,Pre,1,rxb,3,3,live,live,0
DB1,1,Pre,1,rxb,10,7,live,live,0
DB1,1,Pre,1,rxb,9,9,live,live,0
DB1,1,Pre,1,rxb,16,10,live,live,0
DB1,1,Pre,1,rxb,11,8,live,live,0
DB1,1,Pre,1,rxb,6,6,live,live,0
DB1,1,Pre,1,rxb,11,8,live,live,0
DB1,1,Pre,1,rxb,13,8,live,live,0
DB1,1,Pre,1,rxb,10,8,live,live,0
DB1,1,Pre,1,rxb,4,4,live,live,0
DB1,1,Pre,1,rxb,6,5,live,live,0
DB1,1,Pre,1,rxb,4,4,live,live,0
DB1,1,Pre,1,rxb,7,7,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,9,8,live,live,0
DB1,1,Pre,1,rxb,4,5,live,live,0
DB1,1,Pre,1,rxb,9,8,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,8,6,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,6,7,live,live,0
DB1,1,Pre,1,rxb,9,8,live,live,0
DB1,1,Pre,1,rxb,14,9,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,9,7,live,live,0
DB1,1,Pre,1,rxb,8,7,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,7,7,live,live,0
DB1,1,Pre,1,rxb,11,8,live,live,0
DB1,1,Pre,1,rxb,4,6,live,live,0
DB1,1,Pre,1,rxb,8,8,live,live,0
DB1,1,Pre,1,rxb,9,8,live,live,0
DB1,1,Pre,1,rxb,4,4,live,live,0
DB1,1,Pre,1,rxb,8,8,live,live,0
DB1,1,Pre,1,rxb,11,8,live,live,0
DB1,1,Pre,1,rxb,16,9,live,live,0
DB1,1,Pre,1,rxb,9,8,live,live,0
DB1,1,Pre,1,rxb,3,5,live,live,0
DB1,1,Pre,1,rxb,3,3,live,live,0
DB1,1,Pre,1,rxb,6,7,live,live,0
DB1,1,Pre,1,rxb,5,5,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,4,3,live,live,0
DB1,1,Pre,1,rxb,12,8,live,live,0
DB1,1,Pre,1,rxb,10,7,live,live,0
DB1,1,Pre,1,rxb,12,8,live,live,0
DB1,1,Pre,1,rxb,15,10,live,live,0
DB1,1,Pre,1,rxb,12,7,live,live,0
DB1,1,Pre,1,rxb,6,3,live,live,0
DB1,1,Pre,1,rxb,3,3,live,live,0
DB1,1,Pre,1,rxb,10,7,live,live,0
DB1,1,Pre,1,rxb,9,9,live,live,0
DB1,1,Pre,1,rxb,16,10,live,live,0
DB1,1,Pre,1,rxb,11,8,live,live,0
DB1,1,Pre,1,rxb,6,6,live,live,0
DB1,1,Pre,1,rxb,11,8,live,live,0
DB1,1,Pre,1,rxb,13,8,live,live,0
DB1,1,Pre,1,rxb,10,8,live,live,0
DB1,1,Pre,1,rxb,4,4,live,live,0
DB1,1,Pre,1,rxb,6,5,live,live,0
DB1,1,Pre,1,rxb,4,4,live,live,0
DB1,1,Pre,1,rxb,7,7,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,9,8,live,live,0
DB1,1,Pre,1,rxb,4,5,live,live,0
DB1,1,Pre,1,rxb,9,8,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,8,6,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,6,7,live,live,0
DB1,1,Pre,1,rxb,9,8,live,live,0
DB1,1,Pre,1,rxb,14,9,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,9,7,live,live,0
DB1,1,Pre,1,rxb,8,7,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,7,7,live,live,0
DB1,1,Pre,1,rxb,11,8,live,live,0
DB1,1,Pre,1,rxb,4,6,live,live,0
DB1,1,Pre,1,rxb,8,8,live,live,0
DB1,1,Pre,1,rxb,9,8,live,live,0
DB1,1,Pre,1,rxb,4,4,live,live,0
DB1,1,Pre,1,rxb,8,8,live,live,0
DB1,1,Pre,1,rxb,11,8,live,live,0
DB1,1,Pre,1,rxb,16,9,live,live,0
DB1,1,Pre,1,rxb,9,8,live,live,0
DB1,1,Pre,1,rxb,3,5,live,live,0
DB2,1,Post+1,1,rxb,6,5,live,live,0
DB2,1,Post+1,1,rxb,8,6,live,live,0
DB2,1,Post+1,1,rxb,3,3,live,live,0
DB2,1,Post+1,1,rxb,6,5,live,dead,1
DB2,1,Post+1,1,rxb,7,6,live,live,0
DB2,1,Post+1,1,rxb,3,2,live,live,0
DB2,1,Post+1,1,rxb,4,3,live,live,0
DB2,1,Post+1,1,rxb,12,8,live,live,0
DB2,1,Post+1,1,rxb,9,7,live,live,0
DB2,1,Post+1,1,rxb,9,8,live,live,0
DB2,1,Post+1,1,rxb,6,6,live,live,0
DB2,1,Post+1,1,rxb,12,8,live,live,0
DB2,1,Post+1,1,rxb,4,3,live,live,0
DB2,1,Post+1,1,rxb,7,7,live,live,0
DB2,1,Post+1,1,rxb,10,9,live,live,0
DB2,1,Post+1,1,rxb,9,9,live,live,0
DB2,1,Post+1,1,rxb,7,8,live,live,0
DB2,1,Post+1,1,rxb,7,7,live,live,0
DB2,1,Post+1,1,rxb,5,3,live,live,0
DB2,1,Post+1,1,rxb,4,3,live,live,0
DB2,1,Post+1,1,rxb,5,2,live,live,0
DB2,1,Post+1,1,rxb,11,7,live,live,0
DB2,1,Post+1,1,rxb,14,9,live,live,0
DB2,1,Post+1,1,rxb,11,7,live,live,0
DB2,1,Post+1,1,rxb,5,7,live,live,0
DB2,1,Post+1,1,rxb,8,8,live,live,0
DB2,1,Post+1,1,rxb,7,4,live,live,0
DB2,1,Post+1,1,rxb,9,6,live,live,0
DB2,1,Post+1,1,rxb,5,3,live,live,0
DB2,1,Post+1,1,rxb,10,9,live,live,0
DB2,1,Post+1,1,rxb,9,9,live,live,0
DB2,1,Post+1,1,rxb,3,3,live,live,0
DB2,1,Post+1,1,rxb,5,4,live,live,0
DB2,1,Post+1,1,rxb,10,8,live,live,0
DB2,1,Post+1,1,rxb,15,10,live,live,0
DB2,1,Post+1,1,rxb,6,7,live,live,0
DB2,1,Post+1,1,rxb,11,8,live,live,0
DB2,1,Post+1,1,rxb,9,6,live,live,0
DB2,1,Post+1,1,rxb,5,5,live,live,0
DB2,1,Post+1,1,rxb,10,7,live,live,0
DB2,1,Post+1,1,rxb,4,4,live,dead,1
DB2,1,Post+1,1,rxb,10,7,live,live,0
DB2,1,Post+1,1,rxb,7,6,live,live,0
DB2,1,Post+1,1,rxb,12,9,live,live,0
DB2,1,Post+1,1,rxb,7,7,live,live,0
DB2,1,Post+1,1,rxb,7,6,live,live,0
DB2,1,Post+1,1,rxb,3,3,live,dead,1
DB2,1,Post+1,1,rxb,9,8,live,live,0
DB2,1,Post+1,1,rxb,19,10,live,live,0
DB2,1,Post+1,1,rxb,9,6,live,live,0
DB2,1,Post+1,1,rxb,8,7,live,live,0
DB2,1,Post+1,1,rxb,5,5,live,live,0
DB2,1,Post+1,1,rxb,11,9,live,live,0
DB2,1,Post+1,1,rxb,5,3,live,live,0
DB2,1,Post+1,1,rxb,22,10,live,live,0
DB2,1,Post+1,1,rxb,11,6,live,live,0
DB2,1,Post+1,1,rxb,4,3,live,live,0
DB2,1,Post+1,1,rxb,14,9,live,live,0
DB2,1,Post+1,1,rxb,8,7,live,live,0
DB2,1,Post+1,1,rxb,3,3,live,dead,1
DB2,1,Post+1,1,rxb,13,9,live,live,0
DB2,1,Post+1,1,rxb,6,5,live,live,0
DB2,1,Post+1,1,rxb,9,6,live,live,0
DB2,1,Post+1,1,rxb,4,2,live,dead,1
DB2,1,Post+1,1,rxb,4,3,live,live,0
DB2,1,Post+1,1,rxb,18,9,live,live,0
DB2,1,Post+1,1,rxb,5,7,live,live,0
DB2,1,Post+1,1,rxb,8,7,live,live,0
DB2,1,Post+1,1,rxb,9,8,live,live,0
DB2,1,Post+1,1,rxb,3,3,live,live,0
DB2,1,Post+1,1,rxb,13,8,live,live,0
DB2,1,Post+1,1,rxb,8,7,live,live,0
DB2,1,Post+1,1,rxb,5,3,live,live,0
DB2,1,Post+1,1,rxb,17,9,live,live,0
DB2,1,Post+1,1,rxb,6,6,live,live,0
DB2,1,Post+1,1,rxb,7,6,live,live,0
DB2,1,Post+1,1,rxb,6,5,live,live,0
DB2,1,Post+1,1,rxb,11,9,live,live,0
DB2,1,Post+1,1,rxb,11,8,live,live,0
DB2,1,Post+1,1,rxb,6,6,live,live,0
DB3,1,Post+1,1,rxb,4,2,live,live,0
DB3,1,Post+1,1,rxb,5,4,live,live,0
DB3,1,Post+1,1,rxb,9,8,live,live,0
DB3,1,Post+1,1,rxb,5,8,live,dead,1
DB3,1,Post+1,1,rxb,10,10,live,live,0
DB3,1,Post+1,1,rxb,8,8,live,live,0
DB3,1,Post+1,1,rxb,6,6,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,4,4,live,dead,1
DB3,1,Post+1,1,rxb,7,9,live,live,0
DB3,1,Post+1,1,rxb,5,5,live,dead,1
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,7,7,live,live,0
DB3,1,Post+1,1,rxb,11,8,live,live,0
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,9,11,live,live,0
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,11,10,live,live,0
DB3,1,Post+1,1,rxb,9,8,live,live,0
DB3,1,Post+1,1,rxb,4,7,live,live,0
DB3,1,Post+1,1,rxb,12,10,live,dead,1
DB3,1,Post+1,1,rxb,6,8,live,live,0
DB3,1,Post+1,1,rxb,14,9,live,live,0
DB3,1,Post+1,1,rxb,4,5,live,dead,1
DB3,1,Post+1,1,rxb,6,6,live,dead,1
DB3,1,Post+1,1,rxb,10,9,live,live,0
DB3,1,Post+1,1,rxb,15,11,live,live,0
DB3,1,Post+1,1,rxb,10,10,live,live,0
DB3,1,Post+1,1,rxb,3,3,live,dead,1
DB3,1,Post+1,1,rxb,5,5,live,live,0
DB3,1,Post+1,1,rxb,3,3,live,dead,1
DB3,1,Post+1,1,rxb,6,5,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,4,5,live,live,0
DB3,1,Post+1,1,rxb,5,5,live,live,0
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,6,8,live,live,0
DB3,1,Post+1,1,rxb,8,8,live,live,0
DB3,1,Post+1,1,rxb,6,8,live,live,0
DB3,1,Post+1,1,rxb,10,9,live,live,0
DB3,1,Post+1,1,rxb,10,9,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,11,9,live,live,0
DB3,1,Post+1,1,rxb,12,10,live,live,0
DB3,1,Post+1,1,rxb,3,2,live,dead,1
DB3,1,Post+1,1,rxb,3,4,live,dead,1
DB3,1,Post+1,1,rxb,9,8,live,live,0
DB3,1,Post+1,1,rxb,9,8,live,live,0
DB3,1,Post+1,1,rxb,4,5,live,dead,1
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,12,10,live,live,0
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,7,7,live,live,0
DB3,1,Post+1,1,rxb,4,7,live,dead,1
DB3,1,Post+1,1,rxb,4,6,live,dead,1
DB3,1,Post+1,1,rxb,5,7,live,live,0
DB3,1,Post+1,1,rxb,4,3,live,dead,1
DB3,1,Post+1,1,rxb,8,9,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,9,9,live,live,0
DB3,1,Post+1,1,rxb,7,9,live,live,0
DB3,1,Post+1,1,rxb,7,9,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,9,9,live,live,0
DB3,1,Post+1,1,rxb,5,7,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,8,9,live,live,0
DB3,1,Post+1,1,rxb,18,10,live,live,0
DB3,1,Post+1,1,rxb,9,8,live,live,0
DB3,1,Post+1,1,rxb,5,8,live,dead,1
DB3,1,Post+1,1,rxb,10,10,live,live,0
DB3,1,Post+1,1,rxb,8,8,live,live,0
DB3,1,Post+1,1,rxb,6,6,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,4,4,live,dead,1
DB3,1,Post+1,1,rxb,7,9,live,live,0
DB3,1,Post+1,1,rxb,5,5,live,dead,1
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,7,7,live,live,0
DB3,1,Post+1,1,rxb,11,8,live,live,0
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,9,11,live,live,0
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,11,10,live,live,0
DB3,1,Post+1,1,rxb,9,8,live,live,0
DB3,1,Post+1,1,rxb,4,7,live,live,0
DB3,1,Post+1,1,rxb,12,10,live,dead,1
DB3,1,Post+1,1,rxb,6,8,live,live,0
DB3,1,Post+1,1,rxb,14,9,live,live,0
DB3,1,Post+1,1,rxb,4,5,live,dead,1
DB3,1,Post+1,1,rxb,6,6,live,dead,1
DB3,1,Post+1,1,rxb,10,9,live,live,0
DB3,1,Post+1,1,rxb,15,11,live,live,0
DB3,1,Post+1,1,rxb,10,10,live,live,0
DB3,1,Post+1,1,rxb,3,3,live,dead,1
DB3,1,Post+1,1,rxb,5,5,live,live,0
DB3,1,Post+1,1,rxb,3,3,live,dead,1
DB3,1,Post+1,1,rxb,6,5,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,4,5,live,live,0
DB3,1,Post+1,1,rxb,5,5,live,live,0
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,6,8,live,live,0
DB3,1,Post+1,1,rxb,8,8,live,live,0
DB3,1,Post+1,1,rxb,6,8,live,live,0
DB3,1,Post+1,1,rxb,10,9,live,live,0
DB3,1,Post+1,1,rxb,10,9,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,11,9,live,live,0
DB3,1,Post+1,1,rxb,12,10,live,live,0
DB3,1,Post+1,1,rxb,3,2,live,dead,1
DB3,1,Post+1,1,rxb,3,4,live,dead,1
DB3,1,Post+1,1,rxb,9,8,live,live,0
DB3,1,Post+1,1,rxb,9,8,live,live,0
DB3,1,Post+1,1,rxb,4,5,live,dead,1
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,12,10,live,live,0
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,7,7,live,live,0
DB3,1,Post+1,1,rxb,4,7,live,dead,1
DB3,1,Post+1,1,rxb,4,6,live,dead,1
DB3,1,Post+1,1,rxb,5,7,live,live,0
DB3,1,Post+1,1,rxb,4,3,live,dead,1
DB3,1,Post+1,1,rxb,8,9,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,9,9,live,live,0
DB3,1,Post+1,1,rxb,7,9,live,live,0
DB3,1,Post+1,1,rxb,7,9,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,9,9,live,live,0
DB3,1,Post+1,1,rxb,5,7,live,live,0
DB3,1,Post+1,1,rxb,7,8,live,live,0
DB3,1,Post+1,1,rxb,6,7,live,live,0
DB3,1,Post+1,1,rxb,8,9,live,live,0
DB3,1,Post+1,1,rxb,18,10,live,live,0
DP1,1,Pre,1,rxb,8,5,live,live,0
DP1,1,Pre,1,rxb,26,13,live,live,0
DP1,1,Pre,1,rxb,18,12,live,live,0
DP1,1,Pre,1,rxb,33,16,live,live,0
DP1,1,Pre,1,rxb,21,12,live,live,0
DP1,1,Pre,1,rxb,15,11,live,live,0
DP1,1,Pre,1,rxb,27,15,live,live,0
DP1,1,Pre,1,rxb,8,7,live,live,0
DP1,1,Pre,1,rxb,20,13,live,live,0
ESR1,2,Pre,1,rxb,22,14,live,live,0
ESR1,2,Pre,1,rxb,5,4,live,live,0
ESR1,2,Pre,1,rxb,12,10,live,live,0
ESR1,2,Pre,1,rxb,11,8,live,live,0
ESR1,2,Pre,1,rxb,4,3,live,live,0
ESR1,2,Pre,1,rxb,2,3,live,live,0
ESR1,2,Pre,1,rxb,5,3,live,live,0
ESR1,2,Pre,1,rxb,6,6,live,live,0
ESR1,2,Pre,1,rxb,3,3,live,live,0
ESR1,2,Pre,1,rxb,27,15,live,live,0
ESR1,2,Pre,1,rxb,5,3,live,live,0
ESR1,2,Pre,1,rxb,32,15,live,live,0
ESR1,2,Pre,1,rxb,7,5,live,live,0
ESR1,2,Pre,1,rxb,4,3,live,live,0
ESR1,2,Pre,1,rxb,6,3,live,live,0
ESR1,2,Pre,1,rxb,27,13,live,live,0
ESR1,2,Pre,1,rxb,5,4,live,live,0
ESR1,2,Pre,1,rxb,24,14,live,live,0
ESR1,2,Pre,1,rxb,7,5,live,live,0
ESR1,2,Pre,1,rxb,4,2,live,live,0
ESR1,2,Pre,1,rxb,3,3,live,live,0
ESR2,1,Pre,1,rxb,36,17,live,live,0
ESR2,1,Pre,1,rxb,29,16,live,live,0
ESR2,1,Pre,1,rxb,21,9,live,live,0
ESR2,1,Pre,1,rxb,12,13,live,live,0
ESR2,1,Pre,1,rxb,10,7,live,live,0
ESR2,1,Pre,1,rxb,15,12,live,live,0
ESR2,1,Pre,1,rxb,39,20,live,live,0
ESR3,1,Pre,1,rxb,29,19,live,live,0
ESR3,1,Pre,1,rxb,31,18,live,live,0
ESR3,1,Pre,1,rxb,20,14,live,live,0
ESR3,1,Pre,1,rxb,6,5,live,live,0
ESR3,1,Pre,1,rxb,4,5,live,live,0
ESR3,1,Pre,1,rxb,5,4,live,live,0
ESR3,1,Pre,1,rxb,7,2,live,dead,1
ESR3,1,Pre,1,rxb,32,17,live,live,0
ESR3,1,Pre,1,rxb,15,8,live,live,0
ESR3,1,Pre,1,rxb,19,14,live,live,0
ESR3,1,Pre,1,rxb,23,16,live,live,0
ESR3,1,Pre,1,rxb,26,15,live,live,0
ESR3,1,Pre,1,rxb,30,18,live,live,0
FW1,1,Pre,1,rxb,21,9,live,live,0
FW1,1,Pre,1,rxb,25,11,live,live,0
FW1,1,Pre,1,rxb,19,10,live,live,0
L1,2,Pre,1,rxb,21,8,live,live,0
L1,2,Pre,1,rxb,6,7,live,live,0
L1,2,Pre,1,rxb,7,6,live,live,0
L1,2,Pre,1,rxb,8,5,live,live,0
L1,2,Pre,1,rxb,8,6,live,live,0
L1,2,Pre,1,rxb,11,6,live,live,0
L1,2,Pre,1,rxb,5,3,live,live,0
L1,2,Pre,1,rxb,12,7,live,live,0
L1,2,Pre,1,rxb,11,8,live,live,0
L1,2,Pre,1,rxb,6,6,live,live,0
L1,2,Pre,1,rxb,17,8,live,live,0
L1,2,Pre,1,rxb,11,7,live,live,0
L1,2,Pre,1,rxb,5,4,live,dead,1
L1,2,Pre,1,rxb,6,5,live,live,0
L1,2,Pre,1,rxb,9,6,live,live,0
L1,2,Pre,1,rxb,4,4,live,dead,1
L1,2,Pre,1,rxb,5,4,live,live,0
L1,2,Pre,1,rxb,11,7,live,live,0
L1,2,Pre,1,rxb,6,5,live,live,0
L1,2,Pre,1,rxb,5,5,live,live,0
L1,2,Pre,1,rxb,8,6,live,live,0
L1,2,Pre,1,rxb,2,2,live,dead,1
L1,2,Pre,1,rxb,15,7,live,live,0
L1,2,Pre,1,rxb,2,3,live,dead,1
L1,2,Pre,1,rxb,2,2,live,dead,1
L1,2,Pre,1,rxb,1,2,live,dead,1
L1,2,Pre,1,rxb,19,9,live,live,0
L1,2,Pre,1,rxb,2,3,live,dead,1
L1,2,Pre,1,rxb,10,7,live,live,0
L1,2,Pre,1,rxb,12,7,live,live,0
L1,2,Pre,1,rxb,8,7,live,live,0
L1,2,Pre,1,rxb,6,7,live,live,0
L1,2,Pre,1,rxb,11,7,live,live,0
L1,2,Pre,1,rxb,7,6,live,live,0
L1,2,Pre,1,rxb,4,4,live,live,0
L1,2,Pre,1,rxb,13,9,live,live,0
L1,2,Pre,1,rxb,9,6,live,live,0
L1,2,Pre,1,rxb,13,8,live,live,0
L1,2,Pre,1,rxb,7,7,live,live,0
L1,2,Pre,1,rxb,7,6,live,live,0
L1,2,Pre,1,rxb,7,7,live,live,0
L1,2,Pre,1,rxb,6,6,live,live,0
L1,2,Pre,1,rxb,12,8,live,live,0
L1,2,Pre,1,rxb,13,8,live,live,0
L1,2,Pre,1,rxb,11,7,live,live,0
L1,2,Pre,1,rxb,14,7,live,live,0
L2,2,Pre,1,rxb,13,7,live,live,0
L2,2,Pre,1,rxb,7,3,live,live,0
L2,2,Pre,1,rxb,11,2,live,dead,1
L2,2,Pre,1,rxb,5,4,live,live,0
L2,2,Pre,1,rxb,17,7,live,live,0
L2,2,Pre,1,rxb,3,3,live,live,0
L2,2,Pre,1,rxb,3,3,live,live,0
L2,2,Pre,1,rxb,4,5,live,live,0
L2,2,Pre,1,rxb,7,4,live,live,0
L2,2,Pre,1,rxb,6,6,live,live,0
L2,2,Pre,1,rxb,7,5,live,live,0
L2,2,Pre,1,rxb,6,4,live,live,0
L2,2,Pre,1,rxb,19,3,live,live,0
L2,2,Pre,1,rxb,12,7,live,live,0
L2,2,Pre,1,rxb,4,5,live,live,0
L2,2,Pre,1,rxb,11,9,live,live,0
L2,2,Pre,1,rxb,13,8,live,live,0
L2,2,Pre,1,rxb,21,10,live,live,0
L2,2,Pre,1,rxb,15,8,live,live,0
L2,2,Pre,1,rxb,2,2,live,dead,1
L2,2,Pre,1,rxb,9,7,live,live,0
L2,2,Pre,1,rxb,5,5,live,live,0
L2,2,Pre,1,rxb,5,5,live,live,0
L2,2,Pre,1,rxb,6,5,live,live,0
L2,2,Pre,1,rxb,7,6,live,live,0
L2,2,Pre,1,rxb,10,7,live,live,0
L2,2,Pre,1,rxb,8,7,live,live,0
L2,2,Pre,1,rxb,3,3,live,dead,1
L2,2,Pre,1,rxb,12,9,live,live,0
L2,2,Pre,1,rxb,10,7,live,live,0
L2,2,Pre,1,rxb,10,5,live,live,0
L2,2,Pre,1,rxb,7,4,live,live,0
L2,2,Pre,1,rxb,2,3,live,dead,1
L2,2,Pre,1,rxb,3,4,live,dead,1
L2,2,Pre,1,rxb,11,6,live,live,0
L2,2,Pre,1,rxb,11,6,live,live,0
L2,2,Pre,1,rxb,11,6,live,live,0
L2,2,Pre,1,rxb,15,8,live,live,0
L2,2,Pre,1,rxb,8,4,live,live,0
L2,2,Pre,1,rxb,3,3,live,dead,1
L2,2,Pre,1,rxb,2,3,live,dead,1
L2,2,Pre,1,rxb,3,2,live,dead,1
L2,2,Pre,1,rxb,2,3,live,dead,1
L2,2,Pre,1,rxb,11,7,live,live,0
L3,2,Pre,1,rxb,11,6,live,live,0
L3,2,Pre,1,rxb,6,3,live,live,0
L3,2,Pre,1,rxb,3,3,live,live,0
L3,2,Pre,1,rxb,12,7,live,live,0
L3,2,Pre,1,rxb,10,6,live,live,0
L3,2,Pre,1,rxb,9,6,live,live,0
L3,2,Pre,1,rxb,13,8,live,live,0
L3,2,Pre,1,rxb,7,6,live,live,0
L3,2,Pre,1,rxb,7,4,live,live,0
L3,2,Pre,1,rxb,4,4,live,live,0
L3,2,Pre,1,rxb,13,6,live,live,0
L3,2,Pre,1,rxb,9,6,live,live,0
L3,2,Pre,1,rxb,6,5,live,dead,1
L3,2,Pre,1,rxb,14,6,live,live,0
L3,2,Pre,1,rxb,9,7,live,live,0
L3,2,Pre,1,rxb,9,7,live,live,0
L3,2,Pre,1,rxb,13,8,live,live,0
L3,2,Pre,1,rxb,4,3,live,live,0
L3,2,Pre,1,rxb,10,9,live,live,0
L3,2,Pre,1,rxb,9,8,live,live,0
L3,2,Pre,1,rxb,5,4,live,live,0
L3,2,Pre,1,rxb,13,8,live,live,0
L3,2,Pre,1,rxb,14,9,live,live,0
L3,2,Pre,1,rxb,12,3,live,live,0
L3,2,Pre,1,rxb,14,4,live,live,0
OC1,1,Pre,1,rxb,9,5,live,live,0
OC1,1,Pre,1,rxb,15,13,live,live,0
OC1,1,Pre,1,rxb,13,13,live,live,0
OC1,1,Pre,1,rxb,36,17,live,live,0
OC1,1,Pre,1,rxb,12,13,live,live,0
OC1,1,Pre,1,rxb,18,12,live,live,0
OC1,1,Pre,1,rxb,13,12,live,live,0
OC1,1,Pre,1,rxb,14,11,live,live,0
OC1,1,Pre,1,rxb,15,13,live,live,0
OC1,1,Pre,1,rxb,11,11,live,live,0
OC1,1,Pre,1,rxb,20,13,live,live,0
OC1,1,Pre,1,rxb,17,13,live,live,0
OC1,1,Pre,1,rxb,18,12,live,live,0
OC1,1,Pre,1,rxb,10,7,live,live,0
OC1,1,Pre,1,rxb,28,17,live,live,0
OC1,1,Pre,1,rxb,10,8,live,live,0
OC1,1,Pre,1,rxb,21,15,live,live,0
OC1,1,Pre,1,rxb,37,15,live,live,0
OC2,1,Pre,1,rxb,12,4,live,live,0
OC2,1,Pre,1,rxb,14,13,live,live,0
OC2,1,Pre,1,rxb,8,7,live,live,0
OC2,1,Pre,1,rxb,31,14,live,live,0
OC2,1,Pre,1,rxb,29,16,live,live,0
OC2,1,Pre,1,rxb,32,15,live,live,0
OC2,1,Pre,1,rxb,27,17,live,live,0
OC2,1,Pre,1,rxb,24,15,live,live,0
OC2,1,Pre,1,rxb,23,15,live,live,0
OC3,1,Pre,1,rxb,30,20,live,live,0
OC3,1,Pre,1,rxb,33,22,live,live,0
OC3,1,Pre,1,rxb,30,18,live,live,0
OC3,1,Pre,1,rxb,40,18,live,live,0
OC3,1,Pre,1,rxb,24,18,live,live,0
OC3,1,Pre,1,rxb,35,18,live,live,0
